Customer_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Type,Marital_Status,Dependents,Has_Credit_Card,Previous_Default,Loan_Default
748249,52,148046,331,19536,12,Salaried,Married,2,Yes,No,0
130355,31,103930,742,8558,48,Unemployed,Married,4,Yes,No,0
811131,45,143278,461,14772,24,Salaried,Divorced,0,No,Yes,1
551015,53,120037,553,41343,36,Unemployed,Married,2,Yes,Yes,1
506332,58,50254,820,40186,12,Self-Employed,Divorced,3,Yes,No,0
256542,61,104045,779,41966,12,Self-Employed,Married,4,No,No,0
273416,28,136859,309,38769,36,Salaried,Single,1,No,No,0
405062,31,77418,804,44887,48,Self-Employed,Single,0,No,Yes,0
938656,42,134534,735,24229,60,Salaried,Divorced,3,Yes,No,0
663586,44,34472,410,14673,48,Unemployed,Divorced,2,Yes,No,1
601708,61,131193,452,32877,24,Self-Employed,Married,1,No,No,0
966651,37,23471,401,36601,60,Salaried,Married,0,No,Yes,1
161629,32,127332,490,43084,48,Self-Employed,Single,4,Yes,No,0
428184,52,140312,380,21244,36,Self-Employed,Married,1,Yes,Yes,1
592734,35,143379,788,32356,24,Salaried,Single,1,No,Yes,0
855195,36,115804,387,21806,24,Self-Employed,Divorced,3,No,No,0
390160,42,28329,493,28099,24,Self-Employed,Married,0,No,Yes,1
648248,48,54865,403,49641,60,Self-Employed,Divorced,3,No,Yes,1
920023,40,66850,395,42034,12,Self-Employed,Married,3,Yes,Yes,1
313920,53,74220,722,45317,60,Unemployed,Single,2,Yes,No,0
989765,30,132234,497,24094,48,Self-Employed,Divorced,4,Yes,Yes,1
342804,60,113808,300,15589,12,Self-Employed,Divorced,1,Yes,No,0
476965,52,128381,706,6657,48,Salaried,Married,0,No,No,0
560857,53,26397,677,37764,12,Unemployed,Divorced,4,Yes,No,1
922827,22,117909,466,44531,60,Salaried,Single,4,No,Yes,1
604492,53,149004,808,8164,24,Salaried,Divorced,0,Yes,No,0
753983,53,55525,612,32542,36,Salaried,Divorced,4,Yes,Yes,0
515916,61,73072,717,23437,24,Unemployed,Married,2,Yes,Yes,1
921052,33,110106,776,46247,60,Salaried,Divorced,4,No,Yes,1
858574,50,103820,372,43505,12,Salaried,Married,2,Yes,Yes,1
228148,53,104530,440,24601,24,Salaried,Married,1,No,No,0
906991,33,43284,561,33430,60,Self-Employed,Divorced,1,No,No,0
586261,46,81330,639,11009,48,Salaried,Single,3,Yes,Yes,0
455540,42,103369,607,9552,36,Unemployed,Married,2,No,No,0
292714,59,45122,544,14417,24,Unemployed,Divorced,1,Yes,No,1
831899,22,90553,814,46989,12,Self-Employed,Married,4,No,No,0
383876,58,101906,636,7671,48,Unemployed,Single,0,Yes,Yes,1
359747,59,114788,375,11519,60,Unemployed,Single,0,No,No,1
715650,46,82812,474,41730,36,Self-Employed,Married,2,No,Yes,1
523570,35,27999,408,17734,12,Salaried,Single,3,Yes,No,0
375987,54,42436,482,8722,60,Self-Employed,Divorced,4,Yes,Yes,1
738353,62,62963,491,9906,60,Salaried,Divorced,2,Yes,Yes,1
958158,64,22096,364,35096,24,Salaried,Married,0,Yes,Yes,1
117640,60,149940,773,45031,24,Unemployed,Single,2,No,No,0
152528,31,133737,399,18699,12,Self-Employed,Divorced,4,No,Yes,1
924845,23,45279,843,26438,60,Unemployed,Divorced,1,No,No,1
359214,26,141092,427,48856,24,Unemployed,Divorced,4,No,Yes,1
939070,29,128899,751,38576,36,Salaried,Married,1,Yes,No,0
601108,26,134245,668,46938,36,Unemployed,Married,1,No,Yes,1
734421,29,46201,342,37247,60,Self-Employed,Divorced,1,Yes,No,0
468501,59,39715,718,48461,24,Unemployed,Divorced,2,No,Yes,1
824226,51,49309,787,32938,12,Unemployed,Single,0,Yes,Yes,1
250159,52,35078,377,45469,12,Salaried,Single,2,Yes,Yes,1
272502,61,76614,569,22600,12,Self-Employed,Single,0,Yes,No,1
255576,32,25105,614,25435,36,Unemployed,Married,4,Yes,Yes,1
965291,28,137666,467,23581,24,Salaried,Divorced,3,Yes,Yes,1
986089,28,114848,638,19191,24,Unemployed,Married,4,No,Yes,1
111023,48,22839,492,24190,36,Self-Employed,Divorced,2,Yes,Yes,1
645735,40,88920,752,32386,12,Unemployed,Single,2,No,No,0
488043,27,63619,582,36721,12,Unemployed,Single,0,No,Yes,1
386103,31,62821,635,18704,60,Salaried,Single,2,Yes,Yes,0
166203,40,145736,689,7123,48,Unemployed,Single,1,No,No,0
260775,36,33493,824,30174,24,Salaried,Divorced,2,No,No,0
109337,24,37069,539,49301,24,Self-Employed,Single,0,No,No,1
670715,26,132443,782,19586,24,Unemployed,Divorced,0,Yes,Yes,1
614723,42,27531,757,36976,48,Self-Employed,Divorced,1,Yes,No,0
423673,46,57051,388,30416,60,Self-Employed,Married,0,Yes,No,1
464167,23,27736,394,6814,48,Unemployed,Single,3,Yes,No,1
446809,61,27710,751,18001,12,Salaried,Single,4,No,Yes,1
730075,62,87155,727,21508,12,Self-Employed,Married,2,No,Yes,0
787281,34,33975,450,24630,24,Self-Employed,Divorced,3,No,Yes,1
395451,31,82424,813,18380,36,Unemployed,Single,2,No,No,0
520571,38,65603,675,40699,24,Unemployed,Divorced,3,No,Yes,1
227016,32,43252,321,17317,36,Unemployed,Married,2,No,No,1
891267,43,100797,612,40739,48,Unemployed,Divorced,1,Yes,No,0
644447,32,21431,818,39785,12,Unemployed,Single,0,No,No,1
597562,33,94603,505,36980,36,Unemployed,Divorced,0,No,Yes,1
802965,45,57481,674,28799,48,Salaried,Divorced,1,No,No,0
483934,39,112573,750,40183,12,Self-Employed,Single,3,Yes,No,0
992048,56,29557,478,34166,36,Salaried,Single,4,No,Yes,1
965184,28,94971,509,24480,24,Salaried,Divorced,3,No,No,0
417428,49,123302,799,6609,24,Unemployed,Divorced,0,Yes,No,0
419187,52,20162,763,5717,24,Self-Employed,Married,4,No,No,0
790907,64,54742,423,24945,48,Salaried,Single,2,Yes,Yes,1
983439,38,39675,412,30592,24,Unemployed,Divorced,4,Yes,No,1
182844,26,93997,311,33141,60,Unemployed,Single,3,No,Yes,1
651820,38,37015,425,35009,12,Self-Employed,Married,1,No,Yes,1
265421,39,70057,630,11782,48,Salaried,Divorced,2,Yes,No,0
222402,42,52591,582,31536,24,Salaried,Divorced,3,No,No,0
218012,57,113583,439,38816,12,Salaried,Divorced,2,No,No,0
538661,52,146133,700,30933,36,Unemployed,Single,4,Yes,No,0
498929,61,120318,396,16618,24,Self-Employed,Married,0,Yes,Yes,1
680466,23,29833,816,13307,12,Self-Employed,Single,3,No,Yes,0
673695,48,27896,368,31671,60,Salaried,Divorced,1,Yes,No,1
563556,30,52972,417,45673,36,Unemployed,Married,4,No,Yes,1
675278,55,69733,358,47761,60,Salaried,Divorced,3,No,No,0
229473,49,140363,332,15338,12,Self-Employed,Divorced,1,No,No,0
578007,35,61800,617,43346,60,Unemployed,Single,3,No,No,0
944573,53,116044,349,11548,12,Salaried,Divorced,4,Yes,No,0
517009,27,25347,788,45149,12,Salaried,Married,3,No,Yes,1
418714,32,79063,318,26164,60,Unemployed,Divorced,2,Yes,Yes,1
326156,50,115850,496,32526,12,Self-Employed,Divorced,4,No,No,0
268964,41,22643,749,36222,24,Unemployed,Single,3,No,No,1
625303,51,60785,751,25176,12,Salaried,Married,0,Yes,Yes,0
161813,44,38681,588,7941,48,Salaried,Single,3,No,Yes,1
127712,40,70026,440,10695,12,Salaried,Divorced,2,Yes,Yes,1
724785,57,123864,383,44169,48,Salaried,Single,1,Yes,No,0
867214,24,35892,690,30553,12,Self-Employed,Single,1,No,Yes,1
212816,48,67299,514,43965,12,Self-Employed,Single,1,No,No,0
228778,64,37073,825,43218,60,Salaried,Single,0,No,No,0
686580,40,122304,514,30359,24,Self-Employed,Divorced,2,No,Yes,1
385977,44,50682,702,29816,24,Self-Employed,Divorced,4,Yes,No,0
235230,52,117798,427,13378,36,Self-Employed,Married,1,No,Yes,1
818040,61,146021,776,6881,60,Salaried,Single,2,No,No,0
906741,56,116894,703,44567,60,Unemployed,Single,3,No,No,1
369114,54,144302,328,18675,24,Unemployed,Married,0,No,No,1
434618,56,34289,637,9586,60,Unemployed,Single,2,No,No,0
932972,22,135359,660,30006,24,Salaried,Married,2,Yes,No,0
251456,35,27927,691,46198,60,Self-Employed,Divorced,4,No,No,1
904449,54,68330,517,27831,12,Self-Employed,Married,2,Yes,Yes,1
962312,56,86707,501,40113,24,Salaried,Single,4,No,Yes,1
205570,26,140279,316,21459,24,Salaried,Married,0,No,No,0
370846,59,97454,621,37443,48,Unemployed,Divorced,0,No,Yes,1
100404,62,127439,817,47316,60,Unemployed,Single,3,Yes,No,0
803286,32,124646,624,35595,60,Salaried,Divorced,4,No,Yes,0
374907,23,85428,711,10877,24,Unemployed,Divorced,4,Yes,Yes,1
773744,38,70601,617,44553,12,Self-Employed,Married,1,Yes,No,0
815460,60,97465,381,9922,12,Salaried,Divorced,1,No,Yes,1
984574,41,22539,773,9686,12,Salaried,Single,3,Yes,No,0
765220,35,122263,767,37766,60,Self-Employed,Divorced,0,No,Yes,0
335365,53,131487,724,19407,48,Self-Employed,Divorced,1,No,No,0
442786,55,42669,503,37006,24,Self-Employed,Married,2,Yes,Yes,1
150612,46,90968,686,36422,36,Unemployed,Divorced,0,No,No,0
910006,28,40644,397,17205,48,Salaried,Married,2,No,Yes,1
909956,56,38745,644,26054,36,Unemployed,Married,4,Yes,No,1
300244,50,140852,507,28527,48,Self-Employed,Single,0,Yes,Yes,1
897348,43,148081,813,23443,12,Unemployed,Single,3,Yes,No,0
104809,62,48228,465,21524,60,Self-Employed,Single,4,Yes,Yes,1
263273,64,138358,321,33202,36,Unemployed,Single,4,Yes,No,1
808690,34,54521,453,5016,48,Unemployed,Married,2,Yes,Yes,1
244528,34,142788,738,21848,60,Self-Employed,Divorced,4,No,No,0
606964,22,117239,594,25855,36,Unemployed,Single,1,Yes,No,1
549613,57,46928,518,23211,24,Salaried,Single,0,Yes,No,0
138765,25,38322,794,30095,48,Unemployed,Single,1,No,No,1
931538,58,77714,529,43724,24,Unemployed,Divorced,2,No,Yes,1
416076,61,107896,319,42583,12,Salaried,Single,2,Yes,Yes,1
943523,34,82292,447,7843,24,Self-Employed,Divorced,0,Yes,Yes,1
646237,59,49055,407,34301,24,Salaried,Married,4,No,No,1
301152,45,62891,702,31460,48,Unemployed,Married,3,Yes,No,1
399888,40,101912,782,36918,12,Self-Employed,Married,2,Yes,No,0
800903,22,26588,666,33747,24,Unemployed,Divorced,0,No,No,1
994751,59,110536,713,20972,60,Unemployed,Single,3,Yes,No,0
192193,26,26304,608,33310,36,Salaried,Single,4,No,Yes,1
136187,37,27345,433,27927,24,Salaried,Single,2,Yes,Yes,1
605950,45,49300,582,6094,12,Self-Employed,Single,0,No,Yes,1
238311,48,44259,372,43892,24,Self-Employed,Single,0,No,No,0
900921,22,111006,780,39172,36,Self-Employed,Divorced,0,No,No,0
608153,55,108553,651,28324,12,Unemployed,Married,2,Yes,No,0
289089,57,35352,625,25674,48,Salaried,Single,3,No,No,0
686165,25,149350,742,8982,12,Salaried,Married,0,Yes,No,0
536341,21,53365,399,20790,48,Salaried,Divorced,4,No,No,1
412066,60,39446,358,17205,12,Self-Employed,Divorced,0,No,No,0
718362,32,22336,807,29338,36,Salaried,Single,3,No,Yes,1
787409,56,82032,557,17748,36,Salaried,Divorced,2,Yes,Yes,1
661419,43,95415,712,26097,12,Salaried,Married,0,Yes,No,0
740053,51,117852,751,8092,24,Self-Employed,Single,0,No,No,0
960395,31,118876,364,27692,36,Salaried,Single,4,Yes,No,0
731172,30,27521,453,28862,48,Self-Employed,Married,4,Yes,Yes,1
225917,23,91707,565,29860,48,Salaried,Single,0,Yes,Yes,1
910717,34,43481,378,18971,60,Salaried,Single,0,No,No,0
399770,36,38474,614,19616,48,Salaried,Married,4,Yes,Yes,0
798168,30,66760,547,9933,60,Self-Employed,Single,3,No,Yes,1
581680,49,75718,713,9926,12,Self-Employed,Single,1,No,Yes,0
381342,30,64629,324,30763,12,Salaried,Married,1,No,No,0
639542,32,65232,583,8969,12,Unemployed,Divorced,0,Yes,Yes,1
144238,50,106544,748,40733,24,Self-Employed,Married,4,No,Yes,0
101252,61,87169,600,9319,24,Self-Employed,Single,2,Yes,No,0
926196,21,147941,367,46743,60,Salaried,Married,2,Yes,No,1
964141,25,70669,306,44876,48,Unemployed,Single,1,No,Yes,1
585450,40,98021,436,46909,48,Salaried,Single,3,No,No,0
415826,28,129153,463,25323,12,Self-Employed,Married,1,No,Yes,1
421638,63,89184,382,21428,36,Self-Employed,Single,0,Yes,Yes,1
705605,32,67945,719,39578,24,Salaried,Divorced,3,Yes,No,0
427359,21,33140,372,25950,24,Salaried,Single,2,No,No,1
702875,40,146468,536,48041,12,Unemployed,Married,4,No,Yes,1
106949,48,103457,345,46789,24,Unemployed,Divorced,4,Yes,No,1
863185,63,34357,561,23293,12,Self-Employed,Divorced,0,Yes,No,1
417537,57,131672,475,11364,60,Unemployed,Single,1,No,Yes,1
828913,57,88673,465,40349,48,Unemployed,Married,0,Yes,Yes,1
762301,32,141673,669,5691,36,Self-Employed,Single,4,Yes,Yes,0
650222,57,85633,353,35062,48,Self-Employed,Single,2,Yes,Yes,1
880722,64,96943,718,5931,48,Self-Employed,Married,4,Yes,Yes,0
555102,48,116111,806,36730,60,Self-Employed,Married,3,Yes,Yes,1
437889,35,98258,640,19226,24,Salaried,Single,4,Yes,No,0
576467,26,32924,426,18861,36,Self-Employed,Divorced,4,No,No,1
456600,64,89286,708,36301,24,Self-Employed,Single,3,Yes,Yes,1
415557,40,113269,666,27766,48,Self-Employed,Divorced,1,No,No,0
983671,34,147563,570,41174,12,Unemployed,Single,4,No,No,1
404462,22,94071,678,46107,48,Self-Employed,Married,0,Yes,Yes,1
350875,29,77326,372,22695,24,Salaried,Divorced,4,No,No,0
563389,57,110023,547,46347,48,Salaried,Married,0,No,No,0
170390,40,140101,342,8121,12,Self-Employed,Married,3,No,Yes,1
807689,46,50651,676,23257,60,Salaried,Married,4,Yes,No,0
353490,49,90202,340,33164,24,Unemployed,Married,3,No,No,1
667376,21,68777,469,30491,48,Self-Employed,Married,3,Yes,Yes,1
347940,55,36994,511,28165,24,Salaried,Single,1,No,No,1
465340,26,87263,792,8748,60,Salaried,Divorced,4,No,No,0
533027,57,79634,338,38045,48,Self-Employed,Single,0,No,No,0
608041,25,120158,668,31553,48,Salaried,Single,0,No,Yes,0
417623,53,30800,450,49331,24,Self-Employed,Single,4,Yes,Yes,1
316464,34,57823,410,35497,24,Salaried,Married,1,No,No,0
842729,32,128575,779,36308,12,Unemployed,Single,1,No,No,0
610736,62,83878,735,44560,60,Salaried,Divorced,1,Yes,Yes,0
906395,40,38708,346,15374,12,Salaried,Single,0,Yes,Yes,1
417267,44,32819,665,9675,48,Self-Employed,Married,3,Yes,No,0
750199,63,94905,368,6170,24,Salaried,Divorced,1,No,Yes,1
988900,54,83870,598,46449,48,Self-Employed,Divorced,0,Yes,No,0
323777,45,29283,595,48485,48,Unemployed,Divorced,0,Yes,No,1
959909,49,50573,502,17450,36,Self-Employed,Divorced,3,Yes,Yes,1
900820,59,98707,360,15680,36,Self-Employed,Single,4,Yes,Yes,1
105569,51,50933,613,15068,48,Salaried,Married,4,Yes,No,0
694124,63,25774,460,40230,24,Unemployed,Divorced,1,Yes,No,1
728861,43,92055,630,31206,48,Self-Employed,Divorced,1,No,Yes,0
529802,64,30983,827,5287,36,Salaried,Married,3,Yes,No,0
358090,58,116468,637,27337,24,Salaried,Single,1,No,Yes,1
767375,40,116334,603,25666,48,Self-Employed,Divorced,3,Yes,Yes,0
145002,43,38133,802,6161,60,Salaried,Single,0,Yes,Yes,0
871954,36,145555,637,40131,60,Self-Employed,Single,1,Yes,Yes,1
761614,62,34939,849,29535,48,Self-Employed,Single,0,No,Yes,1
779574,28,20781,574,37528,24,Self-Employed,Single,2,Yes,No,1
598870,41,134586,463,43751,48,Unemployed,Divorced,3,Yes,Yes,1
311791,21,76700,742,21527,48,Self-Employed,Divorced,2,Yes,Yes,1
302846,28,47624,618,45975,36,Salaried,Single,1,Yes,Yes,1
761450,49,26823,803,28853,60,Unemployed,Single,0,No,Yes,1
766997,52,38489,686,19758,36,Salaried,Married,1,No,Yes,0
777775,58,138555,793,5244,36,Unemployed,Married,2,No,Yes,1
124071,25,59961,789,8178,48,Unemployed,Married,1,No,Yes,1
682531,42,139664,372,36831,36,Unemployed,Divorced,4,No,No,1
994647,54,49118,808,7176,60,Unemployed,Married,2,Yes,No,1
272312,21,120417,689,42770,36,Salaried,Divorced,1,Yes,No,0
357218,46,101816,594,38654,60,Self-Employed,Divorced,0,Yes,No,1
314879,63,42263,668,31627,36,Salaried,Divorced,1,No,Yes,0
463714,30,33565,848,49910,60,Self-Employed,Divorced,0,Yes,No,0
526650,50,40354,486,29881,36,Salaried,Married,4,No,Yes,1
431868,38,62951,744,40422,36,Unemployed,Single,1,Yes,No,0
962129,37,111179,662,16984,24,Unemployed,Single,4,No,No,0
653020,46,43648,422,28776,60,Self-Employed,Single,2,Yes,Yes,1
745753,28,70729,487,22755,60,Self-Employed,Married,0,Yes,Yes,1
517170,60,61971,719,12135,60,Salaried,Single,2,Yes,No,0
157108,32,38658,551,5320,12,Self-Employed,Married,0,Yes,No,0
580721,47,41253,848,42422,36,Salaried,Married,4,No,No,0
211195,28,84166,634,33635,60,Self-Employed,Married,3,Yes,No,0
989513,45,68563,391,26684,12,Self-Employed,Single,1,Yes,Yes,1
136668,24,46390,829,28238,24,Self-Employed,Single,4,Yes,No,0
385205,53,108664,362,26889,60,Unemployed,Single,0,No,No,1
441396,21,71578,811,35313,60,Unemployed,Divorced,0,Yes,No,1
664037,39,99025,438,37535,12,Salaried,Married,0,Yes,No,0
230560,51,123850,484,15770,36,Self-Employed,Divorced,0,Yes,No,0
466824,36,52658,504,44321,24,Salaried,Married,1,Yes,Yes,1
247979,34,26852,513,25426,60,Self-Employed,Single,2,Yes,Yes,1
249849,25,147282,555,49327,36,Unemployed,Married,3,No,Yes,1
848589,61,114986,434,46777,24,Unemployed,Married,1,No,Yes,1
151745,46,22551,387,12498,48,Self-Employed,Divorced,0,No,Yes,1
470608,48,91947,506,44404,48,Self-Employed,Married,1,Yes,No,0
191865,22,81001,428,45130,24,Unemployed,Single,4,No,Yes,1
998860,26,69159,302,21395,12,Unemployed,Married,0,Yes,Yes,1
312890,29,142775,420,7537,24,Salaried,Married,3,Yes,No,0
123624,53,71707,684,24226,24,Unemployed,Married,0,Yes,Yes,1
123321,61,53243,337,20216,12,Self-Employed,Divorced,3,Yes,Yes,1
503704,45,41800,640,23613,12,Salaried,Married,3,No,Yes,1
909006,33,95939,320,8009,36,Self-Employed,Married,2,No,Yes,1
274293,29,77828,541,29368,36,Salaried,Divorced,2,No,No,0
883415,33,27239,754,34327,12,Self-Employed,Divorced,1,Yes,No,0
286717,51,26710,602,19209,48,Unemployed,Divorced,1,No,Yes,1
480975,61,41384,368,20029,48,Self-Employed,Divorced,3,No,No,1
283868,31,41038,428,7077,24,Salaried,Single,0,Yes,Yes,1
759792,24,60846,495,18907,60,Self-Employed,Single,4,No,No,1
195257,54,107983,439,41635,24,Salaried,Married,4,Yes,No,0
688579,58,87821,743,9873,24,Self-Employed,Single,0,No,No,0
310176,24,57991,582,13635,60,Unemployed,Married,0,No,No,1
290471,58,99057,611,38065,12,Unemployed,Single,2,No,No,0
572930,39,133193,834,46804,48,Self-Employed,Divorced,4,Yes,No,0
936860,26,26971,576,38783,24,Self-Employed,Divorced,3,No,No,1
843091,54,49139,360,39152,60,Self-Employed,Single,1,No,No,0
618862,38,105445,618,46513,36,Salaried,Single,2,No,No,0
575774,33,97067,351,34092,24,Self-Employed,Married,4,No,No,1
735605,61,100257,452,22653,48,Self-Employed,Married,0,Yes,No,0
239789,43,104742,610,37463,12,Salaried,Married,4,Yes,Yes,0
489593,39,57711,843,39028,24,Unemployed,Divorced,3,No,No,1
915131,31,26530,688,45469,24,Self-Employed,Divorced,2,No,Yes,1
173686,21,31116,847,25947,60,Self-Employed,Divorced,0,No,No,1
167661,44,85794,476,34978,36,Unemployed,Divorced,3,Yes,Yes,1
668535,27,20282,661,27056,36,Unemployed,Married,1,No,Yes,1
345121,45,99473,613,34007,12,Salaried,Divorced,2,No,Yes,0
772108,41,21898,396,48169,48,Self-Employed,Divorced,3,Yes,No,1
467257,35,24135,512,49632,12,Self-Employed,Divorced,3,Yes,No,1
366765,21,26629,436,10543,24,Salaried,Divorced,0,Yes,No,0
246106,32,129472,305,26067,24,Unemployed,Single,1,No,No,1
358930,27,145147,408,30097,36,Salaried,Married,3,Yes,Yes,1
760482,35,105120,846,47847,48,Unemployed,Married,2,Yes,No,0
904462,41,139798,338,48512,60,Salaried,Divorced,3,No,No,0
969270,39,109087,724,8809,48,Unemployed,Single,4,Yes,No,1
971149,49,85031,560,27191,24,Salaried,Married,2,No,No,0
548874,45,53380,725,26267,60,Unemployed,Married,2,No,No,0
662926,53,149951,386,12206,48,Unemployed,Divorced,3,Yes,No,1
953499,52,132507,764,26057,48,Unemployed,Divorced,0,No,No,0
218033,55,37071,375,33992,60,Unemployed,Married,2,Yes,No,1
730265,64,40074,770,20995,24,Unemployed,Married,4,Yes,Yes,1
713157,58,110724,713,49439,48,Self-Employed,Single,0,Yes,Yes,0
729474,46,87843,756,18210,60,Unemployed,Married,0,No,No,0
921106,31,59901,584,22793,24,Self-Employed,Married,0,Yes,No,0
266926,55,31205,538,31270,60,Unemployed,Divorced,2,No,No,1
670559,28,75661,671,10197,60,Self-Employed,Married,0,No,No,0
960120,34,144661,794,12452,48,Self-Employed,Divorced,3,No,Yes,0
531734,30,25906,344,46486,24,Salaried,Married,0,Yes,Yes,1
473220,22,22591,700,19859,48,Unemployed,Married,4,No,No,1
765627,29,145576,546,32236,12,Salaried,Married,1,No,Yes,1
321897,23,82987,749,36899,12,Salaried,Single,4,Yes,Yes,1
101062,41,83370,784,37083,24,Unemployed,Divorced,2,Yes,No,0
347736,46,100685,317,7172,60,Salaried,Single,0,No,No,1
674736,28,130454,588,21663,48,Unemployed,Married,0,No,No,1
195462,22,125487,713,32540,48,Salaried,Single,3,Yes,Yes,1
499445,26,74400,534,24053,24,Unemployed,Divorced,0,No,Yes,1
550009,48,45150,715,16085,24,Unemployed,Married,4,No,No,1
870173,49,51852,798,35564,12,Unemployed,Single,2,No,No,0
672203,46,62870,414,29209,36,Self-Employed,Single,1,No,Yes,1
366776,45,139796,533,8981,24,Salaried,Divorced,0,Yes,Yes,1
728880,32,72756,839,26153,36,Self-Employed,Single,1,No,No,0
758956,25,135357,310,10247,24,Salaried,Divorced,0,Yes,Yes,1
471923,54,139052,505,15553,60,Salaried,Married,2,No,No,0
499384,57,76481,546,25811,60,Salaried,Married,4,Yes,No,0
732387,35,21283,426,34845,12,Self-Employed,Single,2,No,Yes,1
631849,64,53691,446,11135,12,Salaried,Married,1,Yes,Yes,1
567010,56,21125,417,10573,36,Self-Employed,Married,0,No,Yes,1
706440,35,87065,681,18731,24,Unemployed,Single,1,Yes,No,0
749324,63,148734,711,12189,48,Salaried,Married,4,No,No,0
486193,43,46170,662,19541,12,Salaried,Single,2,No,No,0
126734,26,28438,808,48646,48,Unemployed,Divorced,1,Yes,No,1
126069,64,40095,436,16087,48,Unemployed,Divorced,1,Yes,No,1
835265,63,36154,474,7776,24,Salaried,Divorced,4,Yes,No,1
637198,41,28004,588,47079,36,Unemployed,Single,0,Yes,Yes,1
435623,43,29752,780,32564,24,Self-Employed,Single,1,Yes,No,0
570951,63,75426,318,33835,12,Self-Employed,Married,4,No,No,0
181264,36,128896,494,12697,48,Salaried,Married,0,Yes,No,0
123275,35,46819,629,19629,24,Self-Employed,Married,0,Yes,No,0
696562,45,122168,474,13386,24,Self-Employed,Married,2,No,Yes,1
574665,56,112051,748,22046,24,Salaried,Married,4,Yes,No,0
462920,31,147905,653,13044,12,Unemployed,Single,0,Yes,Yes,1
291076,35,44217,798,14615,36,Salaried,Single,2,Yes,Yes,0
294053,24,145949,440,10060,24,Self-Employed,Divorced,3,No,No,0
809913,41,108708,392,15900,12,Salaried,Divorced,4,Yes,No,0
672735,33,52994,538,10581,48,Salaried,Divorced,3,No,Yes,1
699991,42,35036,504,39782,60,Self-Employed,Divorced,0,No,Yes,1
962522,39,97275,732,25173,12,Self-Employed,Single,4,Yes,No,0
903692,54,117756,544,17997,60,Salaried,Single,2,No,Yes,1
212581,34,69416,616,48403,24,Self-Employed,Single,0,Yes,No,0
365956,24,29587,594,12148,24,Self-Employed,Married,4,Yes,No,1
521240,47,130053,581,23748,12,Self-Employed,Married,4,Yes,Yes,1
814016,49,115665,316,19022,60,Self-Employed,Divorced,3,Yes,No,0
216421,48,20645,370,25013,24,Self-Employed,Married,0,Yes,No,1
625893,55,50930,568,43687,48,Self-Employed,Single,2,No,No,0
564374,28,101835,624,20886,36,Unemployed,Divorced,2,No,Yes,1
172303,36,142232,604,30256,36,Salaried,Divorced,0,No,Yes,0
258211,62,50090,750,35005,24,Self-Employed,Married,0,No,Yes,0
287210,56,107489,306,11638,60,Salaried,Divorced,1,Yes,No,0
886237,50,72142,613,42419,24,Unemployed,Married,3,Yes,Yes,1
962557,38,131979,402,38377,60,Self-Employed,Married,0,No,Yes,1
244990,22,46475,492,45708,48,Salaried,Divorced,0,Yes,Yes,1
258518,33,38888,828,48116,60,Self-Employed,Married,1,No,No,0
224040,24,63732,470,41634,24,Self-Employed,Married,1,No,No,1
768406,46,101623,836,21755,48,Self-Employed,Married,4,No,Yes,0
623138,45,66305,550,28382,12,Self-Employed,Married,2,No,Yes,1
518034,50,66037,686,27394,36,Self-Employed,Divorced,3,Yes,Yes,0
856254,31,29346,506,7253,24,Self-Employed,Single,4,Yes,No,1
890756,27,20587,840,42710,24,Self-Employed,Single,0,No,Yes,1
962755,51,32763,715,5864,24,Unemployed,Married,1,No,No,0
895543,64,79165,679,39036,48,Unemployed,Married,2,No,No,0
640677,30,127481,443,45222,12,Self-Employed,Married,4,No,No,0
746465,59,89615,324,18666,60,Self-Employed,Single,2,No,Yes,1
403571,33,56116,372,25955,12,Unemployed,Married,1,Yes,Yes,1
784106,51,140987,392,42997,48,Unemployed,Divorced,4,No,No,1
222883,27,105751,804,21309,24,Unemployed,Divorced,4,No,No,0
843246,62,111353,635,9054,36,Self-Employed,Divorced,2,Yes,No,0
862501,62,110301,724,5935,24,Salaried,Single,1,Yes,No,0
487952,56,115648,798,49940,60,Salaried,Married,0,Yes,Yes,0
212221,40,45556,663,27778,36,Salaried,Married,4,Yes,Yes,1
899666,24,79042,498,48298,24,Salaried,Married,0,Yes,No,1
360669,27,38099,712,21709,36,Self-Employed,Single,1,Yes,No,0
859224,21,129089,638,14726,12,Salaried,Single,4,Yes,No,0
939873,64,65096,728,45542,48,Unemployed,Single,4,Yes,Yes,1
625134,62,91986,438,25245,24,Unemployed,Single,0,Yes,No,1
635242,33,33230,841,39753,60,Salaried,Divorced,3,No,Yes,1
441383,42,49009,356,19252,12,Unemployed,Single,0,Yes,No,1
344761,41,90969,531,26316,24,Self-Employed,Single,0,No,Yes,1
932946,42,53866,734,42371,12,Salaried,Single,3,No,Yes,0
974668,48,125400,683,24162,60,Salaried,Married,1,No,No,0
984011,29,104246,493,20960,24,Self-Employed,Married,1,No,Yes,1
237541,46,96975,833,35791,60,Unemployed,Married,4,No,Yes,1
928533,29,61855,817,47230,36,Self-Employed,Divorced,2,No,Yes,0
164323,35,101557,484,30216,60,Self-Employed,Divorced,2,No,Yes,1
716210,30,26416,591,37467,36,Unemployed,Single,4,No,No,1
289139,44,92516,634,12754,24,Self-Employed,Married,2,Yes,No,0
